IL Number,IL Description,Store Number,Store Description,LOGIS Supplier Class,Supplier Sub-classification,Supplier City,MIIN Code,MIIN Code Description,MIIN Name,MIIN Description,Spend Type,Cost Center Number,Spend Amount,ICN,ICN Description,Unit Of Issue,Unit Of Issue Description,Document Type,Document Date,Document Line Number,Payment Quantity,Payment Unit Price,Adjustment Amount,Cash Discount,Transport Amount,Handling Amount,Invoice Number,Pay Type,Pay Method,Invoice Reason Code,Payment Choice,BAS Payment Number,BAS Transaction Date,BAS Disbursement Number,BAS Disbursement Date,BAS Payment Action Date,BAS Payment Status,Order Number,Order Authorisation Date,Order Status,Order Quoted Price,Quotation Doc Number,Quotation Price,Quotation Expiry Date,Contract Number,Contract End Date,Contract Type,Contract Price,ITEM,ITEM Description,INFRASTRUCTURE,INFRASTRUCTURE Description,OBJECTIVE,OBJECTIVE Description,RESPONSIBILITY,RESPONSIBILITY Description,FUND,FUND Description,PROJECT,PROJECT Description,ASSET,ASSET Description,REGIONAL INDENTIFIER,REGIONAL INDENTIFIER Description,Segment8,Segment8 Description
47,WC: AGRICULTURE,7001016350,WC AGRICULTURE: ELSENBURG,NONE,PRIVATE COMPANY (PTY)(LTD),BELLVILLE,86,GROCERIES,191,RICE,INVENTORY,003C,1580.9,999970T0324525,RICE RICE PARBOILED WHITE,KG,KILOGRAM,PAYMENT,2016-04-20,3,200,7.9045,0,0,0,0,BF0224,PARTIAL,NORMAL,"PRICE INCREASE ""GENERAL""",INVOICE PRICE,1334245,2016/04/20,625394,2016/04/22,2016/04/28,Disbursed,OR-076499,2016/02/29,PAID,7.904,QA-012607,7.9,2016/03/23,,Invalid,,0.0,3426368,CONS HOUS SUP: GROCERIES,95368,NON INFRA/STAND ALONE: CUR,30141368,TRAINING ADMIN SUPPORT SERV 7.1,32310368,ELSENBURG 7.1,341368,VOTED FUNDS,4368,NO PROJECTS,235368,NON-ASSETS RELATED,30005368,STELLENBOSCH,0,
47,WC: AGRICULTURE,7001016350,WC AGRICULTURE: ELSENBURG,NONE,PRIVATE COMPANY (PTY)(LTD),BELLVILLE,86,GROCERIES,97,FOIL,INVENTORY,003C,655.4,999970T0362653,"FOIL FOIL, HEAVY DUTY",EA,EACH,PAYMENT,2016-04-20,5,4,163.85,0,0,0,0,BF0224,PARTIAL,NORMAL,,QUOTED PRICE,1334245,2016/04/20,625394,2016/04/22,2016/04/28,Disbursed,OR-076499,2016/02/29,PAID,163.85,QA-012607,163.85,2016/03/23,,Invalid,,0.0,3426368,CONS HOUS SUP: GROCERIES,95368,NON INFRA/STAND ALONE: CUR,30141368,TRAINING ADMIN SUPPORT SERV 7.1,32310368,ELSENBURG 7.1,341368,VOTED FUNDS,4368,NO PROJECTS,235368,NON-ASSETS RELATED,30005368,STELLENBOSCH,0,
47,WC: AGRICULTURE,7001016350,WC AGRICULTURE: ELSENBURG,NONE,PRIVATE COMPANY (PTY)(LTD),BELLVILLE,86,GROCERIES,211,SOUP,INVENTORY,003C,203.4,999970T1039371,SOUP SAVOURY CHICKEN,GM,GRAM,PAYMENT,2016-04-20,6,3600,0.0565,0,0,0,0,BF0224,PARTIAL,NORMAL,,QUOTED PRICE,1334245,2016/04/20,625394,2016/04/22,2016/04/28,Disbursed,OR-076499,2016/02/29,PAID,0.0565,QA-012607,0.05,2016/03/23,,Invalid,,0.0,3426368,CONS HOUS SUP: GROCERIES,95368,NON INFRA/STAND ALONE: CUR,30141368,TRAINING ADMIN SUPPORT SERV 7.1,32310368,ELSENBURG 7.1,341368,VOTED FUNDS,4368,NO PROJECTS,235368,NON-ASSETS RELATED,30005368,STELLENBOSCH,0,
47,WC: AGRICULTURE,7001016350,WC AGRICULTURE: ELSENBURG,NONE,PRIVATE COMPANY (PTY)(LTD),BELLVILLE,86,GROCERIES,201,SAUCE,INVENTORY,003C,674.94,999970T2443315,SAUCE CHILLI,ML,MILLILITER,PAYMENT,2016-04-20,10,14000,0.04821,0,0,0,0,BF0224,PARTIAL,NORMAL,INVOICE PRICE < QUOTED PRICE,INVOICE PRICE,1334245,2016/04/20,625394,2016/04/22,2016/04/28,Disbursed,OR-076499,2016/02/29,PAID,0.048428,QA-012607,0.04,2016/03/23,,Invalid,,0.0,3426368,CONS HOUS SUP: GROCERIES,95368,NON INFRA/STAND ALONE: CUR,30141368,TRAINING ADMIN SUPPORT SERV 7.1,32310368,ELSENBURG 7.1,341368,VOTED FUNDS,4368,NO PROJECTS,235368,NON-ASSETS RELATED,30005368,STELLENBOSCH,0,
47,WC: AGRICULTURE,7001016350,WC AGRICULTURE: ELSENBURG,NONE,PRIVATE COMPANY (PTY)(LTD),BELLVILLE,86,GROCERIES,151,COOKING OIL,INVENTORY,003C,6022.9,999970T2531212,COOKING OIL ;20LT,EA,EACH,PAYMENT,2016-04-20,11,13,463.3,0,0,0,0,BF0224,PARTIAL,NORMAL,,QUOTED PRICE,1334245,2016/04/20,625394,2016/04/22,2016/04/28,Disbursed,OR-076499,2016/02/29,PAID,463.3,QA-012607,463.3,2016/03/23,,Invalid,,0.0,3426368,CONS HOUS SUP: GROCERIES,95368,NON INFRA/STAND ALONE: CUR,30141368,TRAINING ADMIN SUPPORT SERV 7.1,32310368,ELSENBURG 7.1,341368,VOTED FUNDS,4368,NO PROJECTS,235368,NON-ASSETS RELATED,30005368,STELLENBOSCH,0,
47,WC: AGRICULTURE,7001016350,WC AGRICULTURE: ELSENBURG,NONE,PRIVATE COMPANY (PTY)(LTD),BELLVILLE,101,VEGETABLE,31,GARLIC,INVENTORY,003C,528.0,999970T2595384,"GARLIC FRESH, CRUSHED",GM,GRAM,PAYMENT,2016-04-20,12,10000,0.0528,0,0,0,0,BF0224,PARTIAL,NORMAL,,QUOTED PRICE,1334245,2016/04/20,625394,2016/04/22,2016/04/28,Disbursed,OR-076499,2016/02/29,PAID,0.0528,QA-012607,0.05,2016/03/23,,Invalid,,0.0,3426368,CONS HOUS SUP: GROCERIES,95368,NON INFRA/STAND ALONE: CUR,30141368,TRAINING ADMIN SUPPORT SERV 7.1,32310368,ELSENBURG 7.1,341368,VOTED FUNDS,4368,NO PROJECTS,235368,NON-ASSETS RELATED,30005368,STELLENBOSCH,0,
47,WC: AGRICULTURE,7001016350,WC AGRICULTURE: ELSENBURG,NONE,PRIVATE COMPANY (PTY)(LTD),BELLVILLE,86,GROCERIES,211,SOUP,INVENTORY,003C,440.7,999970T2680496,"SOUP , OXTAIL, POWDER",GM,GRAM,PAYMENT,2016-04-20,16,7800,0.0565,0,0,0,0,BF0224,PARTIAL,NORMAL,,QUOTED PRICE,1334245,2016/04/20,625394,2016/04/22,2016/04/28,Disbursed,OR-076499,2016/02/29,PAID,0.0565,QA-012607,0.05,2016/03/23,,Invalid,,0.0,3426368,CONS HOUS SUP: GROCERIES,95368,NON INFRA/STAND ALONE: CUR,30141368,TRAINING ADMIN SUPPORT SERV 7.1,32310368,ELSENBURG 7.1,341368,VOTED FUNDS,4368,NO PROJECTS,235368,NON-ASSETS RELATED,30005368,STELLENBOSCH,0,
47,WC: AGRICULTURE,7001016350,WC AGRICULTURE: ELSENBURG,NONE,PRIVATE COMPANY (PTY)(LTD),BELLVILLE,86,GROCERIES,180,PORRIDGE,INVENTORY,003C,264.06,999970T2998465,"PORRIDGE OATS, 1KG",EA,EACH,PAYMENT,2016-04-20,18,10,26.406,0,0,0,0,BF0224,PARTIAL,NORMAL,"PRICE INCREASE ""GENERAL""",INVOICE PRICE,1334245,2016/04/20,625394,2016/04/22,2016/04/28,Disbursed,OR-076499,2016/02/29,PAID,26.1,QA-012607,26.1,2016/03/23,,Invalid,,0.0,3426368,CONS HOUS SUP: GROCERIES,95368,NON INFRA/STAND ALONE: CUR,30141368,TRAINING ADMIN SUPPORT SERV 7.1,32310368,ELSENBURG 7.1,341368,VOTED FUNDS,4368,NO PROJECTS,235368,NON-ASSETS RELATED,30005368,STELLENBOSCH,0,
47,WC: AGRICULTURE,7001016350,WC AGRICULTURE: ELSENBURG,NONE,PRIVATE COMPANY (PTY)(LTD),BELLVILLE,86,GROCERIES,211,SOUP,INVENTORY,003C,339.0,999970T3659493,"SOUP , POWDER, MUSHROOM /KG",GM,GRAM,PAYMENT,2016-04-20,20,6000,0.0565,0,0,0,0,BF0224,PARTIAL,NORMAL,,QUOTED PRICE,1334245,2016/04/20,625394,2016/04/22,2016/04/28,Disbursed,OR-076499,2016/02/29,PAID,0.0565,QA-012607,0.05,2016/03/23,,Invalid,,0.0,3426368,CONS HOUS SUP: GROCERIES,95368,NON INFRA/STAND ALONE: CUR,30141368,TRAINING ADMIN SUPPORT SERV 7.1,32310368,ELSENBURG 7.1,341368,VOTED FUNDS,4368,NO PROJECTS,235368,NON-ASSETS RELATED,30005368,STELLENBOSCH,0,
47,WC: AGRICULTURE,7001016350,WC AGRICULTURE: ELSENBURG,NONE,PRIVATE COMPANY (PTY)(LTD),BELLVILLE,86,GROCERIES,211,SOUP,INVENTORY,003C,169.5,999970T3697468,"SOUP , POWDER, BROWN ONION, THICK, 58G",PK,PACK OR PACKET,PAYMENT,2016-04-20,22,50,3.39,0,0,0,0,BF0224,PARTIAL,NORMAL,,QUOTED PRICE,1334245,2016/04/20,625394,2016/04/22,2016/04/28,Disbursed,OR-076499,2016/02/29,PAID,3.39,QA-012607,3.39,2016/03/23,,Invalid,,0.0,3426368,CONS HOUS SUP: GROCERIES,95368,NON INFRA/STAND ALONE: CUR,30141368,TRAINING ADMIN SUPPORT SERV 7.1,32310368,ELSENBURG 7.1,341368,VOTED FUNDS,4368,NO PROJECTS,235368,NON-ASSETS RELATED,30005368,STELLENBOSCH,0,
47,WC: AGRICULTURE,7001016350,WC AGRICULTURE: ELSENBURG,NONE,PRIVATE COMPANY (PTY)(LTD),BELLVILLE,98,MEAT,14,FISH,INVENTORY,003C,564.96,999970T3900851,FISH CANNED TUNA,CN,CAN,PAYMENT,2016-04-20,23,24,23.54,0,0,0,0,BF0224,PARTIAL,NORMAL,,QUOTED PRICE,1334245,2016/04/20,625394,2016/04/22,2016/04/28,Disbursed,OR-076499,2016/02/29,PAID,23.54,QA-012607,23.54,2016/03/23,,Invalid,,0.0,3426368,CONS HOUS SUP: GROCERIES,95368,NON INFRA/STAND ALONE: CUR,30141368,TRAINING ADMIN SUPPORT SERV 7.1,32310368,ELSENBURG 7.1,341368,VOTED FUNDS,4368,NO PROJECTS,235368,NON-ASSETS RELATED,30005368,STELLENBOSCH,0,
47,WC: AGRICULTURE,7001016350,WC AGRICULTURE: ELSENBURG,NONE,PRIVATE COMPANY (PTY)(LTD),BELLVILLE,86,GROCERIES,199,SPREAD,INVENTORY,003C,266.5,999970T3903337,SPREAD PEANUT BUTTER JAR,GM,GRAM,PAYMENT,2016-04-20,25,4000,0.066625,0,0,0,0,BF0224,PARTIAL,NORMAL,,QUOTED PRICE,1334245,2016/04/20,625394,2016/04/22,2016/04/28,Disbursed,OR-076499,2016/02/29,PAID,0.066625,QA-012607,0.06,2016/03/23,,Invalid,,0.0,3426368,CONS HOUS SUP: GROCERIES,95368,NON INFRA/STAND ALONE: CUR,30141368,TRAINING ADMIN SUPPORT SERV 7.1,32310368,ELSENBURG 7.1,341368,VOTED FUNDS,4368,NO PROJECTS,235368,NON-ASSETS RELATED,30005368,STELLENBOSCH,0,
47,WC: AGRICULTURE,7001016350,WC AGRICULTURE: ELSENBURG,NONE,PRIVATE COMPANY (PTY)(LTD),BELLVILLE,96,BEVERAGES,10,SOFT DRINK,INVENTORY,003C,1425.6,999970T3904885,SOFT DRINK FRUIT JUICE,EA,EACH,PAYMENT,2016-04-20,26,54,26.4,0,0,0,0,BF0224,PARTIAL,NORMAL,,QUOTED PRICE,1334245,2016/04/20,625394,2016/04/22,2016/04/28,Disbursed,OR-076499,2016/02/29,PAID,26.4,QA-012607,26.4,2016/03/23,,Invalid,,0.0,3426368,CONS HOUS SUP: GROCERIES,95368,NON INFRA/STAND ALONE: CUR,30141368,TRAINING ADMIN SUPPORT SERV 7.1,32310368,ELSENBURG 7.1,341368,VOTED FUNDS,4368,NO PROJECTS,235368,NON-ASSETS RELATED,30005368,STELLENBOSCH,0,
47,WC: AGRICULTURE,7001016350,WC AGRICULTURE: ELSENBURG,NONE,PRIVATE COMPANY (PTY)(LTD),BELLVILLE,86,GROCERIES,167,PASTRY,INVENTORY,003C,216.0,999970T4771008,"PASTRY , PUFF, PER GRAM",GM,GRAM,PAYMENT,2016-04-20,30,8000,0.027,0,0,0,0,BF0224,PARTIAL,NORMAL,,QUOTED PRICE,1334245,2016/04/20,625394,2016/04/22,2016/04/28,Disbursed,OR-076499,2016/02/29,PAID,0.027,QA-012607,0.02,2016/03/23,,Invalid,,0.0,3426368,CONS HOUS SUP: GROCERIES,95368,NON INFRA/STAND ALONE: CUR,30141368,TRAINING ADMIN SUPPORT SERV 7.1,32310368,ELSENBURG 7.1,341368,VOTED FUNDS,4368,NO PROJECTS,235368,NON-ASSETS RELATED,30005368,STELLENBOSCH,0,
47,WC: AGRICULTURE,7001016350,WC AGRICULTURE: ELSENBURG,NONE,PRIVATE COMPANY (PTY)(LTD),BELLVILLE,81,CONTAINERS AND PACKAGING SUPPLIES,40,CLING WRAP,INVENTORY,003C,179.49,999970T7457005,"CLING WRAP , 1400 MM ROLL",RL,ROLL,PAYMENT,2016-04-20,34,3,59.83,0,0,0,0,BF0224,PARTIAL,NORMAL,,QUOTED PRICE,1334245,2016/04/20,625394,2016/04/22,2016/04/28,Disbursed,OR-076499,2016/02/29,PAID,59.83,QA-012607,59.83,2016/03/23,,Invalid,,0.0,3426368,CONS HOUS SUP: GROCERIES,95368,NON INFRA/STAND ALONE: CUR,30141368,TRAINING ADMIN SUPPORT SERV 7.1,32310368,ELSENBURG 7.1,341368,VOTED FUNDS,4368,NO PROJECTS,235368,NON-ASSETS RELATED,30005368,STELLENBOSCH,0,
47,WC: AGRICULTURE,7001016350,WC AGRICULTURE: ELSENBURG,NONE,PRIVATE COMPANY (PTY)(LTD),BELLVILLE,86,GROCERIES,230,TOMATO PUREE,INVENTORY,003C,1035.0,89151800253753,TOMATO PUREE 410G,TI,TIN,PAYMENT,2016-04-20,40,100,10.35,0,0,0,0,BF0224,PARTIAL,NORMAL,,QUOTED PRICE,1334245,2016/04/20,625394,2016/04/22,2016/04/28,Disbursed,OR-076499,2016/02/29,PAID,10.35,QA-012607,10.35,2016/03/23,,Invalid,,0.0,3426368,CONS HOUS SUP: GROCERIES,95368,NON INFRA/STAND ALONE: CUR,30141368,TRAINING ADMIN SUPPORT SERV 7.1,32310368,ELSENBURG 7.1,341368,VOTED FUNDS,4368,NO PROJECTS,235368,NON-ASSETS RELATED,30005368,STELLENBOSCH,0,
47,WC: AGRICULTURE,7001016350,WC AGRICULTURE: ELSENBURG,NONE,PRIVATE COMPANY (PTY)(LTD),BELLVILLE,86,GROCERIES,214,SPICE,INVENTORY,003C,154.2,89501801155605,SPICE CHICKEN;200ML BOTTLE,EA,EACH,PAYMENT,2016-04-20,51,10,15.42,0,0,0,0,BF0224,PARTIAL,NORMAL,,QUOTED PRICE,1334245,2016/04/20,625394,2016/04/22,2016/04/28,Disbursed,OR-076499,2016/02/29,PAID,15.42,QA-012607,15.42,2016/03/23,,Invalid,,0.0,3426368,CONS HOUS SUP: GROCERIES,95368,NON INFRA/STAND ALONE: CUR,30141368,TRAINING ADMIN SUPPORT SERV 7.1,32310368,ELSENBURG 7.1,341368,VOTED FUNDS,4368,NO PROJECTS,235368,NON-ASSETS RELATED,30005368,STELLENBOSCH,0,
47,WC: AGRICULTURE,7001016350,WC AGRICULTURE: ELSENBURG,NONE,PRIVATE COMPANY (PTY)(LTD),BELLVILLE,101,VEGETABLE,38,"VEGETABLES,CANNED",INVENTORY,003C,565.2,89151801442348,"VEGETABLES,CANNED BEETROOT;GRATED;780G",BT,BOTTLE,PAYMENT,2016-04-20,53,30,18.84,0,0,0,0,BF0224,PARTIAL,NORMAL,,QUOTED PRICE,1334245,2016/04/20,625394,2016/04/22,2016/04/28,Disbursed,OR-076499,2016/02/29,PAID,18.84,QA-012607,18.84,2016/03/23,,Invalid,,0.0,3426368,CONS HOUS SUP: GROCERIES,95368,NON INFRA/STAND ALONE: CUR,30141368,TRAINING ADMIN SUPPORT SERV 7.1,32310368,ELSENBURG 7.1,341368,VOTED FUNDS,4368,NO PROJECTS,235368,NON-ASSETS RELATED,30005368,STELLENBOSCH,0,
47,WC: AGRICULTURE,7001016350,WC AGRICULTURE: ELSENBURG,NONE,PRIVATE COMPANY (PTY)(LTD),BELLVILLE,86,GROCERIES,95,FLAVOURING IMITATION,INVENTORY,003C,135.36,89501801587702,FLAVOURING IMITATION VANILLA ESSENCE;100ML,BT,BOTTLE,PAYMENT,2016-04-20,54,4,33.84,0,0,0,0,BF0224,PARTIAL,NORMAL,,QUOTED PRICE,1334245,2016/04/20,625394,2016/04/22,2016/04/28,Disbursed,OR-076499,2016/02/29,PAID,33.84,QA-012607,33.84,2016/03/23,,Invalid,,0.0,3426368,CONS HOUS SUP: GROCERIES,95368,NON INFRA/STAND ALONE: CUR,30141368,TRAINING ADMIN SUPPORT SERV 7.1,32310368,ELSENBURG 7.1,341368,VOTED FUNDS,4368,NO PROJECTS,235368,NON-ASSETS RELATED,30005368,STELLENBOSCH,0,
47,WC: AGRICULTURE,7001016350,WC AGRICULTURE: ELSENBURG,NONE,PRIVATE COMPANY (PTY)(LTD),BELLVILLE,86,GROCERIES,214,SPICE,INVENTORY,003C,1016.4,89501801749011,SPICE AROMAT;1KG,EA,EACH,PAYMENT,2016-04-20,55,10,101.64,0,0,0,0,BF0224,PARTIAL,NORMAL,,QUOTED PRICE,1334245,2016/04/20,625394,2016/04/22,2016/04/28,Disbursed,OR-076499,2016/02/29,PAID,101.64,QA-012607,101.64,2016/03/23,,Invalid,,0.0,3426368,CONS HOUS SUP: GROCERIES,95368,NON INFRA/STAND ALONE: CUR,30141368,TRAINING ADMIN SUPPORT SERV 7.1,32310368,ELSENBURG 7.1,341368,VOTED FUNDS,4368,NO PROJECTS,235368,NON-ASSETS RELATED,30005368,STELLENBOSCH,0,
47,WC: AGRICULTURE,7001016350,WC AGRICULTURE: ELSENBURG,NONE,PRIVATE COMPANY (PTY)(LTD),BELLVILLE,86,GROCERIES,18,BAKED BEANS,INVENTORY,003C,1869.84,89151802623080,"BAKED BEANS IN TOMATO SAUCE;3,06KG",TI,TIN,PAYMENT,2016-04-20,63,24,77.91,0,0,0,0,BF0224,PARTIAL,NORMAL,,QUOTED PRICE,1334245,2016/04/20,625394,2016/04/22,2016/04/28,Disbursed,OR-076499,2016/02/29,PAID,77.91,QA-012607,77.91,2016/03/23,,Invalid,,0.0,3426368,CONS HOUS SUP: GROCERIES,95368,NON INFRA/STAND ALONE: CUR,30141368,TRAINING ADMIN SUPPORT SERV 7.1,32310368,ELSENBURG 7.1,341368,VOTED FUNDS,4368,NO PROJECTS,235368,NON-ASSETS RELATED,30005368,STELLENBOSCH,0,
47,WC: AGRICULTURE,7001016350,WC AGRICULTURE: ELSENBURG,NONE,PRIVATE COMPANY (PTY)(LTD),BELLVILLE,86,GROCERIES,116,JAM,INVENTORY,003C,1406.55,89301802623458,JAM STRAWBERRY;15G,CT,CARTON,PAYMENT,2016-04-20,64,5,281.31,0,0,0,0,BF0224,PARTIAL,NORMAL,"PRICE INCREASE ""GENERAL""",INVOICE PRICE,1334245,2016/04/20,625394,2016/04/22,2016/04/28,Disbursed,OR-076499,2016/02/29,PAID,281.3,QA-012607,281.3,2016/03/23,,Invalid,,0.0,3426368,CONS HOUS SUP: GROCERIES,95368,NON INFRA/STAND ALONE: CUR,30141368,TRAINING ADMIN SUPPORT SERV 7.1,32310368,ELSENBURG 7.1,341368,VOTED FUNDS,4368,NO PROJECTS,235368,NON-ASSETS RELATED,30005368,STELLENBOSCH,0,
47,WC: AGRICULTURE,7001016350,WC AGRICULTURE: ELSENBURG,NONE,PRIVATE COMPANY (PTY)(LTD),BELLVILLE,98,MEAT,27,"MEAT,CANNED",INVENTORY,003C,867.84,89051841729625,"MEAT,CANNED BEEF,CORNED;300G",TI,TIN,PAYMENT,2016-04-20,66,48,18.08,0,0,0,0,BF0224,PARTIAL,NORMAL,,QUOTED PRICE,1334245,2016/04/20,625394,2016/04/22,2016/04/28,Disbursed,OR-076499,2016/02/29,PAID,18.08,QA-012607,18.08,2016/03/23,,Invalid,,0.0,3426368,CONS HOUS SUP: GROCERIES,95368,NON INFRA/STAND ALONE: CUR,30141368,TRAINING ADMIN SUPPORT SERV 7.1,32310368,ELSENBURG 7.1,341368,VOTED FUNDS,4368,NO PROJECTS,235368,NON-ASSETS RELATED,30005368,STELLENBOSCH,0,
47,WC: AGRICULTURE,7001016350,WC AGRICULTURE: ELSENBURG,NONE,PRIVATE COMPANY (PTY)(LTD),BELLVILLE,86,GROCERIES,137,MILK,INVENTORY,003C,397.4,89101841729702,"MILK CONDENSED,SWEETENED;397G",TN,TON,PAYMENT,2016-04-20,68,20,19.87,0,0,0,0,BF0224,PARTIAL,NORMAL,,QUOTED PRICE,1334245,2016/04/20,625394,2016/04/22,2016/04/28,Disbursed,OR-076499,2016/02/29,PAID,19.87,QA-012607,19.87,2016/03/23,,Invalid,,0.0,3426368,CONS HOUS SUP: GROCERIES,95368,NON INFRA/STAND ALONE: CUR,30141368,TRAINING ADMIN SUPPORT SERV 7.1,32310368,ELSENBURG 7.1,341368,VOTED FUNDS,4368,NO PROJECTS,235368,NON-ASSETS RELATED,30005368,STELLENBOSCH,0,
47,WC: AGRICULTURE,7001016350,WC AGRICULTURE: ELSENBURG,NONE,PRIVATE COMPANY (PTY)(LTD),BELLVILLE,86,GROCERIES,137,MILK,INVENTORY,003C,226.0,89101841729714,MILK EVAPORATED;IDEAL MILD;410G,TN,TON,PAYMENT,2016-04-20,69,10,22.6,0,0,0,0,BF0224,PARTIAL,NORMAL,,QUOTED PRICE,1334245,2016/04/20,625394,2016/04/22,2016/04/28,Disbursed,OR-076499,2016/02/29,PAID,22.6,QA-012607,22.6,2016/03/23,,Invalid,,0.0,3426368,CONS HOUS SUP: GROCERIES,95368,NON INFRA/STAND ALONE: CUR,30141368,TRAINING ADMIN SUPPORT SERV 7.1,32310368,ELSENBURG 7.1,341368,VOTED FUNDS,4368,NO PROJECTS,235368,NON-ASSETS RELATED,30005368,STELLENBOSCH,0,
47,WC: AGRICULTURE,7001016350,WC AGRICULTURE: ELSENBURG,NONE,PRIVATE COMPANY (PTY)(LTD),BELLVILLE,86,GROCERIES,96,FLOUR,INVENTORY,003C,959.9,89201841796146,"FLOUR CAKE;12,5KG;BAG",EA,EACH,PAYMENT,2016-04-20,71,10,95.99,0,0,0,0,BF0224,PARTIAL,NORMAL,,QUOTED PRICE,1334245,2016/04/20,625394,2016/04/22,2016/04/28,Disbursed,OR-076499,2016/02/29,PAID,95.99,QA-012607,95.99,2016/03/23,,Invalid,,0.0,3426368,CONS HOUS SUP: GROCERIES,95368,NON INFRA/STAND ALONE: CUR,30141368,TRAINING ADMIN SUPPORT SERV 7.1,32310368,ELSENBURG 7.1,341368,VOTED FUNDS,4368,NO PROJECTS,235368,NON-ASSETS RELATED,30005368,STELLENBOSCH,0,
47,WC: AGRICULTURE,7001016350,WC AGRICULTURE: ELSENBURG,NONE,PRIVATE COMPANY (PTY)(LTD),BELLVILLE,86,GROCERIES,265,PASTA,INVENTORY,003C,438.24,89201841796538,PASTA SPAGHETTI;500G,PK,PACK OR PACKET,PAYMENT,2016-04-20,75,48,9.13,0,0,0,0,BF0224,PARTIAL,NORMAL,,QUOTED PRICE,1334245,2016/04/20,625394,2016/04/22,2016/04/28,Disbursed,OR-076499,2016/02/29,PAID,9.13,QA-012607,9.13,2016/03/23,,Invalid,,0.0,3426368,CONS HOUS SUP: GROCERIES,95368,NON INFRA/STAND ALONE: CUR,30141368,TRAINING ADMIN SUPPORT SERV 7.1,32310368,ELSENBURG 7.1,341368,VOTED FUNDS,4368,NO PROJECTS,235368,NON-ASSETS RELATED,30005368,STELLENBOSCH,0,
47,WC: AGRICULTURE,7001016350,WC AGRICULTURE: ELSENBURG,NONE,PRIVATE COMPANY (PTY)(LTD),BELLVILLE,86,GROCERIES,246,WORCESTERSHIRE SAUCE,INVENTORY,003C,88.02,89501841796692,WORCESTERSHIRE SAUCE 750ML,BT,BOTTLE,PAYMENT,2016-04-20,79,2,44.01,0,0,0,0,BF0224,PARTIAL,NORMAL,,QUOTED PRICE,1334245,2016/04/20,625394,2016/04/22,2016/04/28,Disbursed,OR-076499,2016/02/29,PAID,44.01,QA-012607,44.01,2016/03/23,,Invalid,,0.0,3426368,CONS HOUS SUP: GROCERIES,95368,NON INFRA/STAND ALONE: CUR,30141368,TRAINING ADMIN SUPPORT SERV 7.1,32310368,ELSENBURG 7.1,341368,VOTED FUNDS,4368,NO PROJECTS,235368,NON-ASSETS RELATED,30005368,STELLENBOSCH,0,
47,WC: AGRICULTURE,7001016350,WC AGRICULTURE: ELSENBURG,NONE,INDIVIDUAL,PARKLANDS,112,CONSULTANTS,21,FACILITATOR,SERVICE,007M,25220.0,DDDD00S0016687,FACILITATOR,EA,EACH,PAYMENT,2016-04-20,1,1,25220.0,0,0,0,0,2_2016,PARTIAL,NORMAL,"PRICE INCREASE ""GENERAL""",INVOICE PRICE,1334256,2016/04/20,625393,2016/04/22,2016/04/28,Disbursed,OR-076638,2016/03/11,AUTHORISED,260.0,QA-012789,260.0,2016/04/10,,Invalid,,0.0,2500368,A&S/O/S:PROFESSIONAL STAFF,95368,NON INFRA/STAND ALONE: CUR,30133368,FACULTY BUSINESS SCIENCES,32310368,ELSENBURG 7.1,341368,VOTED FUNDS,4368,NO PROJECTS,235368,NON-ASSETS RELATED,30005368,STELLENBOSCH,0,
47,WC: AGRICULTURE,7001016350,WC AGRICULTURE: ELSENBURG,NONE,INDIVIDUAL,STELLENBOSCH,110,SERVICE,527,FACILITATION,SERVICE,007M,16380.0,DDDD00S0009074,FACILITATION OF WORKSHOP,EA,EACH,PAYMENT,2016-04-20,1,1,16380.0,0,0,0,0,03-2016,PARTIAL,NORMAL,"PRICE INCREASE ""GENERAL""",INVOICE PRICE,1334257,2016/04/20,625395,2016/04/22,2016/04/28,Disbursed,OR-076622,2016/03/10,PAID,5828.333333,QA-012771,5828.33,2016/03/27,,Invalid,,0.0,2500368,A&S/O/S:PROFESSIONAL STAFF,95368,NON INFRA/STAND ALONE: CUR,30134368,FACULTY BASIC SCIENCES,32310368,ELSENBURG 7.1,341368,VOTED FUNDS,4368,NO PROJECTS,235368,NON-ASSETS RELATED,30005368,STELLENBOSCH,0,
47,WC: AGRICULTURE,7001016350,WC AGRICULTURE: ELSENBURG,NONE,INDIVIDUAL,PLETTENBERG BAY,112,CONSULTANTS,21,FACILITATOR,SERVICE,003M,12480.0,DDDD00S0016687,FACILITATOR,EA,EACH,PAYMENT,2016-04-20,1,1,12480.0,0,0,0,0,SANVE0010,PARTIAL,NORMAL,"PRICE INCREASE ""GENERAL""",INVOICE PRICE,1334253,2016/04/20,625396,2016/04/22,2016/04/28,Disbursed,OR-076653,2016/03/16,AUTHORISED,7004.8335,QA-012804,7004.83,2016/04/15,,Invalid,,0.0,2500368,A&S/O/S:PROFESSIONAL STAFF,95368,NON INFRA/STAND ALONE: CUR,30138368,FACULTY POMOLOGY,32310368,ELSENBURG 7.1,341368,VOTED FUNDS,4368,NO PROJECTS,235368,NON-ASSETS RELATED,30005368,STELLENBOSCH,0,
