IL Number,IL Description,Store Number,Store Description,LOGIS Supplier Class,Supplier Subunknownclassification,Supplier City,MIIN Code,MIIN Code Description,MIIN Name,MIIN Description,Spend Type,Cost Center Number,Spend Amount,ICN,ICN Description,Unit Of Issue,Unit Of Issue Description,Document Type,Document Date,Document Line Number,Payment Quantity,Payment Unit Price,Adjustment Amount,Cash Discount,Transport Amount,Handling Amount,Invoice Number,Pay Type,Pay Method,Invoice Reason Code,Payment Choice,BAS Payment Number,BAS Transaction Date,BAS Disbursement Number,BAS Disbursement Date,BAS Payment Action Date,BAS Payment Status,Order Number,Order Authorisation Date,Order Status,Order Quoted Price,Quotation Doc Number,Quotation Price,Quotation Expiry Date,Contract Number,Contract End Date,Contract Type,Contract Price,ITEM,ITEM Description,INFRASTRUCTURE,INFRASTRUCTURE Description,OBJECTIVE,OBJECTIVE Description,RESPONSIBILITY,RESPONSIBILITY Description,FUND,FUND Description,PROJECT,PROJECT Description,ASSET,ASSET Description,REGIONAL INDENTIFIER,REGIONAL INDENTIFIER Description,Segment8,Segment8 Description
60,WC: THE PREMIER,7020901001,WC OFFICE OF THE PREMIER,NONE,PTY LTD,MONTAGUE GARDENS,00110,SERVICE,301,INSTALL NETWORK CABLE,SERVICE,300Q,571019.79,DDDD00S0002891,INSTALL NETWORK CABLE & REPAIR;MOVE,EA,EACH,PAYMENT,2017-03-29,2,1,571019.79,0.0,0.0,0,0,SAG105802,FINAL,NORMAL,INVOICE PRICE < QUOTED PRICE,INVOICE PRICE,1335394.0,2017/03/29,626272.0,2017/03/31,2017/04/03,Disbursed,ORunknown038062,2017/01/23,PAID,1246965.54,,0.0,Unknown,NONCONTRACT,2021/05/15,NONunknownCONTRACT,0.0,3586381,EXT COMP SER:DATA LINES,95381,NON INFRA/STAND ALONE: CUR,30044381,TRANSVERSAL GITO,30765381,TRANSVERSAL GITO,341381,VOTED FUNDS,4381,NO PROJECTS,235381,NONunknownASSETS RELATED,30030381,CPT CITY OF CAPE TOWN,0,
60,WC: THE PREMIER,7020901001,WC OFFICE OF THE PREMIER,NONE,PTY LTD,CAPE TOWN,00112,CONSULTANTS,16,ADVISORY CONSULTING SERVICES,SERVICE,300P,466509.99,DDDD00S0000339,ADVISORY CONSULTING SERVICES,EA,EACH,PAYMENT,2017-03-29,1,1,466509.99,0.0,0.0,0,0,592820,FINAL,NORMAL,"PRICE INCREASE ""GENERAL""",INVOICE PRICE,1335397.0,2017/03/29,626267.0,2017/03/31,2017/04/03,Disbursed,ORunknown038513,2017/03/13,PAID,466509.0,QAunknown007748,466509.0,2017/03/30,,Invalid,,0.0,2648381,CNS:BUS&ADV SER:RESE&ADVISOR,95381,NON INFRA/STAND ALONE: CUR,30039381,CD:STRATEGIC ICT SERVICES,30759381,CD: STRATEGIC ICT SERVICES,341381,VOTED FUNDS,4381,NO PROJECTS,235381,NONunknownASSETS RELATED,30030381,CPT CITY OF CAPE TOWN,0,
60,WC: THE PREMIER,7020901001,WC OFFICE OF THE PREMIER,NONE,PTY LTD,JOHANNESBURG,00112,CONSULTANTS,16,ADVISORY CONSULTING SERVICES,SERVICE,300R,617750.04,DDDD00S0000339,ADVISORY CONSULTING SERVICES,EA,EACH,PAYMENT,2017-03-29,1,1,617750.04,0.0,0.0,0,0,6320926451,FINAL,NORMAL,Unknown,QUOTED PRICE,1335390.0,2017/03/29,626260.0,2017/03/31,2017/04/03,Disbursed,ORunknown038547,2017/03/20,PAID,617750.04,,0.0,Unknown,NONCONTRACT,2021/05/15,NONunknownCONTRACT,0.0,2646381,CNS:BUS&ADV SER:PRJ MANAGMNT,95381,NON INFRA/STAND ALONE: CUR,30043381,CD: GITO MANAGEMENT SERVICES,30764381,CD: GITO MANAGEMENT SERVICES,341381,VOTED FUNDS,4381,NO PROJECTS,235381,NONunknownASSETS RELATED,30030381,CPT CITY OF CAPE TOWN,0,
60,WC: THE PREMIER,7020901001,WC OFFICE OF THE PREMIER,NONE,PTY LTD,CALEDON,00110,SERVICE,88,"CONFERENCES,SEMINAR;VENUES AND COURSES",SERVICE,300P,63612.8,DDDD00S0001166,"CONFERENCES,SEMINAR;VENUES AND COURSES AND WORKSHOP",EA,EACH,PAYMENT,2017-03-29,1,1,63612.8,0.0,0.0,0,0,256950,FINAL,NORMAL,Unknown,QUOTED PRICE,1335391.0,2017/03/29,626283.0,2017/03/31,2017/04/03,Disbursed,ORunknown038297,2017/02/21,PAID,63612.8,QAunknown007525,63612.8,2017/02/28,,Invalid,,0.0,823381,VENUES AND FACILITIES,95381,NON INFRA/STAND ALONE: CUR,30039381,CD:STRATEGIC ICT SERVICES,30759381,CD: STRATEGIC ICT SERVICES,341381,VOTED FUNDS,4381,NO PROJECTS,235381,NONunknownASSETS RELATED,30030381,CPT CITY OF CAPE TOWN,0,
60,WC: THE PREMIER,7020901001,WC OFFICE OF THE PREMIER,NONE,PTY LTD,MONTAGUE GARDENS,00110,SERVICE,301,INSTALL NETWORK CABLE,SERVICE,300Q,89494.88,DDDD00S0002891,INSTALL NETWORK CABLE & REPAIR;MOVE,EA,EACH,PAYMENT,2017-03-30,1,1,89494.88,0.0,0.0,0,0,SAG105865,FINAL,NORMAL,INVOICE PRICE < QUOTED PRICE,INVOICE PRICE,1335419.0,2017/03/30,626272.0,2017/03/31,2017/04/03,Disbursed,ORunknown038270,2017/02/17,PAID,89494.89,QAunknown007498,89494.89,2017/02/28,,Invalid,,0.0,3586381,EXT COMP SER:DATA LINES,95381,NON INFRA/STAND ALONE: CUR,30044381,TRANSVERSAL GITO,30765381,TRANSVERSAL GITO,341381,VOTED FUNDS,4381,NO PROJECTS,235381,NONunknownASSETS RELATED,30030381,CPT CITY OF CAPE TOWN,0,
60,WC: THE PREMIER,7020901001,WC OFFICE OF THE PREMIER,NONE,PRIVATE COMPANY (PTY)(LTD),CAPE METRO,00112,CONSULTANTS,16,ADVISORY CONSULTING SERVICES,SERVICE,300Q,449999.99,DDDD00S0000339,ADVISORY CONSULTING SERVICES,EA,EACH,PAYMENT,2017-03-30,1,1,449999.998,0.0,0.0,0,0,CTSIN049452,FINAL,NORMAL,Unknown,QUOTED PRICE,1335418.0,2017/03/30,626258.0,2017/03/31,2017/04/03,Disbursed,ORunknown037626,2016/10/19,PAID,449999.998,,0.0,Unknown,NONCONTRACT,2021/05/15,NONunknownCONTRACT,11400.0,2648381,CNS:BUS&ADV SER:RESE&ADVISOR,95381,NON INFRA/STAND ALONE: CUR,30044381,TRANSVERSAL GITO,30765381,TRANSVERSAL GITO,341381,VOTED FUNDS,4381,NO PROJECTS,235381,NONunknownASSETS RELATED,30030381,CPT CITY OF CAPE TOWN,0,
60,WC: THE PREMIER,7020901001,WC OFFICE OF THE PREMIER,NONE,unknown,CAPE TOWN,00110,SERVICE,107,TRAVEL,SERVICE,300C,35388.46,DDDD00S0000341,TRAVEL  AGENCY;AIR TRAVEL,EA,EACH,PAYMENT,2017-03-30,1,1,35388.46,0.0,0.0,0,0,196512; 196771,FINAL,NORMAL,INVOICE PRICE < QUOTED PRICE,INVOICE PRICE,1335420.0,2017/03/30,626257.0,2017/03/31,2017/04/03,Disbursed,ORunknown038366,2017/02/28,PAID,35450.0,QAunknown007594,35450.0,2017/03/15,,Invalid,,0.0,3977381,T&S FORGN:AIR TRANSPORT,95381,NON INFRA/STAND ALONE: CUR,30004381,EXECUTIVE COUNCIL SUPPORT,30707381,EXECUTIVE COUNCIL SUPPORT,341381,VOTED FUNDS,4381,NO PROJECTS,235381,NONunknownASSETS RELATED,30030381,CPT CITY OF CAPE TOWN,0,
60,WC: THE PREMIER,7020901001,WC OFFICE OF THE PREMIER,NONE,PRIVATE COMPANY (PTY)(LTD),RANDBURG,00110,SERVICE,86,ACCOMMODATION,SERVICE,300J,17545.0,DDDD00S0003398,ACCOMMODATION,EA,EACH,PAYMENT,2017-03-30,2,1,17545.0,0.0,0.0,0,0,340;493;496;006,FINAL,NORMAL,"PRICE INCREASE ""GENERAL""",INVOICE PRICE,1335405.0,2017/03/30,626280.0,2017/03/31,2017/04/03,Disbursed,ORunknown038490,2017/03/10,PAID,12745.0,QAunknown007721,12745.0,2017/03/30,,Invalid,,0.0,3371381,T&S FORGN:ACCOMMODATION,95381,NON INFRA/STAND ALONE: CUR,30016381,CD: STRATEGIC MANAGEMENT INFO,30726381,CD: STRATEGIC MANAGEMENT INFO,341381,VOTED FUNDS,4381,NO PROJECTS,235381,NONunknownASSETS RELATED,30030381,CPT CITY OF CAPE TOWN,0,
60,WC: THE PREMIER,7020901001,WC OFFICE OF THE PREMIER,NONE,INCORPORATED,MILNERTON,00111,HIRE,35,HIRE OF OFFICE EQUIPMENT,LEASE,501D,13105.44,999970H0010379,"HIRE OF OFFICE EQUIPMENT , SCANNER, BARCODE",EA,EACH,PAYMENT,2017-03-30,1,2,6552.72,0.0,0.0,0,0,111125512,PARTIAL,NORMAL,INVOICE PRICE < QUOTED PRICE,INVOICE PRICE,1335424.0,2017/03/30,626263.0,2017/03/31,2017/04/03,Disbursed,ORunknown036719,2016/06/06,PAID,11794.896,QAunknown005934,11794.89,2016/06/15,,Invalid,,0.0,4856381,OPERATING LEASES:NONunknownINFRSTRCTR,137381,NON INFRA:OPERATING LEASES (CUR),30010381,SUPPLY CHAIN MANAGEMENT,30716381,SUPPLY CHAIN MANAGEMENT,341381,VOTED FUNDS,4381,NO PROJECTS,30012381,OFFICE EQUIPMENT,30030381,CPT CITY OF CAPE TOWN,0,
60,WC: THE PREMIER,7020901001,WC OFFICE OF THE PREMIER,NONE,CLOSE CORPORATION,SOMERSET WEST,00112,CONSULTANTS,14,RESEARCH,SERVICE,400L,73523.33,DDDD00S0000327,RESEARCH,EA,EACH,PAYMENT,2017-03-30,1,1,73523.3333,0.0,0.0,0,0,120,PARTIAL,NORMAL,Unknown,QUOTED PRICE,1335417.0,2017/03/30,626288.0,2017/03/31,2017/04/03,Disbursed,ORunknown038293,2017/02/21,PAID,73523.3333,QAunknown007521,73523.33,2017/02/28,,Invalid,,0.0,2500381,A&S/O/S:PROFESSIONAL STAFF,95381,NON INFRA/STAND ALONE: CUR,30078381,DELIVER SUPPORT UNIT,30805381,DELIVER SUPPORT UNIT,341381,VOTED FUNDS,4381,NO PROJECTS,235381,NONunknownASSETS RELATED,30030381,CPT CITY OF CAPE TOWN,0,
60,WC: THE PREMIER,7020901001,WC OFFICE OF THE PREMIER,NONE,unknown,CAPE TOWN,00110,SERVICE,804,"SERVICE,VERIFICATION",SERVICE,500F,117191.25,999970S0129980,"SERVICE,VERIFICATION OF INFORMATION",EA,EACH,PAYMENT,2017-03-31,1,1,117191.25,0.0,0.0,0,0,INV78307,PARTIAL,NORMAL,INVOICE PRICE < QUOTED PRICE,INVOICE PRICE,1335448.0,2017/03/31,626274.0,2017/03/31,2017/04/03,Disbursed,ORunknown038157,2017/02/07,PAID,125000.0,QAunknown007378,125000.0,2017/02/28,,Invalid,,0.0,2500381,A&S/O/S:PROFESSIONAL STAFF,95381,NON INFRA/STAND ALONE: CUR,30034381,RECRUITMENT & SELECTION,30751381,RECRUITMENT & SELECTION,341381,VOTED FUNDS,4381,NO PROJECTS,235381,NONunknownASSETS RELATED,30030381,CPT CITY OF CAPE TOWN,0,
60,WC: THE PREMIER,7020901001,WC OFFICE OF THE PREMIER,NONE,unknown,CAPE TOWN,00110,SERVICE,86,ACCOMMODATION,SERVICE,500C,22035.0,DDDD00S0003398,ACCOMMODATION,EA,EACH,PAYMENT,2017-03-31,1,1,22035.0,0.0,0.0,0,0,196892; 196901,FINAL,NORMAL,INVOICE PRICE < QUOTED PRICE,INVOICE PRICE,1335449.0,2017/03/31,626257.0,2017/03/31,2017/04/03,Disbursed,ORunknown038429,2017/03/08,PAID,25395.0,QAunknown007659,25395.0,2017/03/30,,Invalid,,0.0,3371381,T&S FORGN:ACCOMMODATION,95381,NON INFRA/STAND ALONE: CUR,30011381,PROGRAMME SUPPORT: PROV STR MAN,30719381,PROGRAM SUPPORT: PROV STR MAN,341381,VOTED FUNDS,4381,NO PROJECTS,235381,NONunknownASSETS RELATED,30030381,CPT CITY OF CAPE TOWN,0,
60,WC: THE PREMIER,7020901001,WC OFFICE OF THE PREMIER,NONE,unknown,CAPE TOWN,00110,SERVICE,107,TRAVEL,SERVICE,500C,19428.26,DDDD00S0000341,TRAVEL  AGENCY;AIR TRAVEL,EA,EACH,PAYMENT,2017-03-31,2,1,19428.26,0.0,0.0,0,0,196892; 196901,FINAL,NORMAL,INVOICE PRICE < QUOTED PRICE,INVOICE PRICE,1335449.0,2017/03/31,626257.0,2017/03/31,2017/04/03,Disbursed,ORunknown038429,2017/03/08,PAID,20440.0,QAunknown007659,20440.0,2017/03/30,,Invalid,,0.0,3977381,T&S FORGN:AIR TRANSPORT,95381,NON INFRA/STAND ALONE: CUR,30011381,PROGRAMME SUPPORT: PROV STR MAN,30719381,PROGRAM SUPPORT: PROV STR MAN,341381,VOTED FUNDS,4381,NO PROJECTS,235381,NONunknownASSETS RELATED,30030381,CPT CITY OF CAPE TOWN,0,
60,WC: THE PREMIER,7020901001,WC OFFICE OF THE PREMIER,NONE,INDIVIDUAL,GREENWAYS STRAND,00112,CONSULTANTS,16,ADVISORY CONSULTING SERVICES,SERVICE,200F,23625.0,999998S0035737,ADVISORY CONSULTING SERVICES SENIOR SPECIALIST;    APPS CONSULTANT,EA,EACH,PAYMENT,2017-03-31,1,1,23625.0,0.0,0.0,0,0,17/03,PARTIAL,NORMAL,"PRICE INCREASE ""GENERAL""",INVOICE PRICE,1335450.0,2017/03/31,626262.0,2017/03/31,2017/04/03,Disbursed,ORunknown036162,2016/04/15,PAID,20833.333333,QAunknown005381,20833.33,2016/04/30,,Invalid,,0.0,3538381,L/PVT FIRM:LEGAL ADVICE SERV,95381,NON INFRA/STAND ALONE: CUR,30058381,LEGISLATION,30785381,LEGISLATION,341381,VOTED FUNDS,4381,NO PROJECTS,235381,NONunknownASSETS RELATED,30030381,CPT CITY OF CAPE TOWN,0,
60,WC: THE PREMIER,7020901001,WC OFFICE OF THE PREMIER,NONE,CC,CAPE TOWN,00112,CONSULTANTS,16,ADVISORY CONSULTING SERVICES,SERVICE,300Q,464191.22,DDDD00S0000339,ADVISORY CONSULTING SERVICES,EA,EACH,PAYMENT,2017-03-31,1,1,464191.22,0.0,0.0,0,0,INP94072,FINAL,NORMAL,Unknown,QUOTED PRICE,1335438.0,2017/03/31,626261.0,2017/03/31,2017/04/03,Disbursed,ORunknown036967,2016/07/08,PAID,464191.22,,0.0,Unknown,NONCONTRACT,2021/05/15,NONunknownCONTRACT,0.0,3576381,EXT COMP SER:SPEC COMPR SERV,95381,NON INFRA/STAND ALONE: CUR,30044381,TRANSVERSAL GITO,30765381,TRANSVERSAL GITO,341381,VOTED FUNDS,4381,NO PROJECTS,235381,NONunknownASSETS RELATED,30030381,CPT CITY OF CAPE TOWN,0,
58,WC: PROVINCIAL TREASURY,7020901000,WC PROVINCIAL TREASURY,NONE,PTY LTD,MUIZENBERG,00075,STATIONERY,116,"PAPER,OFFICE",INVENTORY,Unknown,39640.0,75301800700221,"PAPER,OFFICE Aunknown4;WHITE;80G",RM,REAM,PAYMENT,2016-04-14,1,1000,39.64,0.0,0.0,0,0,8,FINAL,NORMAL,Unknown,QUOTED PRICE,1312840.0,2016/04/14,607899.0,2016/04/15,2016/04/20,Disbursed,ORunknown023831,2016/04/11,PAID,39.64,QAunknown003180,39.64,2016/04/13,,Invalid,,0.0,2237379,CONS:SP&OS:PRNTNG PAPR,95379,NON INFRA/STAND ALONE: CUR,30003379,FINANCIAL MANAGEMENT,30699379,PROVINCIAL TREASURY,341379,VOTED FUNDS,4379,NO PROJECTS,235379,NONunknownASSETS RELATED,30001379,CITY OF CAPE TOWN unknown HEAD OFFICE,0,
58,WC: PROVINCIAL TREASURY,7020901000,WC PROVINCIAL TREASURY,NONE,STATE OWNED COMPANY,PRETORIA,00093,HIRE AND SERVICE ITEMS,11,SERVICE;,SERVICE,100G,66812.91,DDDD00S0016776,SERVICE; NETWORK;MAINFRAME COST,EA,EACH,PAYMENT,2016-04-21,1,1,66812.91,0.0,0.0,0,0,1247989/1248103,PARTIAL,NORMAL,"PRICE INCREASE ""GENERAL""",INVOICE PRICE,1312876.0,2016/04/21,607911.0,2016/04/22,2016/04/28,Disbursed,ORunknown023893,2016/04/15,PAID,48166.67,,0.0,Unknown,SITA,2017/04/30,NONunknownCONTRACT,0.0,4057379,BAS MAINFRAME TIME,95379,NON INFRA/STAND ALONE: CUR,30003379,FINANCIAL MANAGEMENT,30699379,PROVINCIAL TREASURY,341379,VOTED FUNDS,4379,NO PROJECTS,235379,NONunknownASSETS RELATED,30001379,CITY OF CAPE TOWN unknown HEAD OFFICE,0,
58,WC: PROVINCIAL TREASURY,7020901000,WC PROVINCIAL TREASURY,NONE,STATE OWNED COMPANY,PRETORIA,00093,HIRE AND SERVICE ITEMS,11,SERVICE;,SERVICE,100G,23655.27,DDDD00S0016776,SERVICE; NETWORK;MAINFRAME COST,EA,EACH,PAYMENT,2016-04-22,1,1,23655.27,0.0,0.0,0,0,1247716,PARTIAL,NORMAL,INVOICE PRICE < QUOTED PRICE,INVOICE PRICE,1312909.0,2016/04/22,607911.0,2016/04/22,2016/04/28,Disbursed,ORunknown023892,2016/04/15,PAID,27166.67,,0.0,Unknown,SITA,2017/04/30,NONunknownCONTRACT,0.0,4055379,PERSAL MAINFRAME TIME,95379,NON INFRA/STAND ALONE: CUR,30003379,FINANCIAL MANAGEMENT,30699379,PROVINCIAL TREASURY,341379,VOTED FUNDS,4379,NO PROJECTS,235379,NONunknownASSETS RELATED,30001379,CITY OF CAPE TOWN unknown HEAD OFFICE,0,
58,WC: PROVINCIAL TREASURY,7020901000,WC PROVINCIAL TREASURY,NONE,CC,JOHANNESBURG,00112,CONSULTANTS,16,ADVISORY CONSULTING SERVICES,SERVICE,100E,63750.51,DDDD00S0000339,ADVISORY CONSULTING SERVICES,EA,EACH,PAYMENT,2016-04-22,1,1,63750.51,0.0,0.0,0,0,WCG1134,PARTIAL,NORMAL,INVOICE PRICE < QUOTED PRICE,INVOICE PRICE,1312900.0,2016/04/22,607917.0,2016/04/22,2016/04/28,Disbursed,ORunknown023901,2016/04/20,PAID,301000.0,,0.0,Unknown,WCPT01/2013,2016/10/31,NONunknownCONTRACT,0.0,2648379,CNS:BUS&ADV SER:RESE&ADVISOR,95379,NON INFRA/STAND ALONE: CUR,30015379,SUPPLY CHAIN MNGMNT: PROV GOVT,30699379,PROVINCIAL TREASURY,341379,VOTED FUNDS,30003379,STRATEGIC SOURCING,235379,NONunknownASSETS RELATED,30001379,CITY OF CAPE TOWN unknown HEAD OFFICE,0,
58,WC: PROVINCIAL TREASURY,7020901000,WC PROVINCIAL TREASURY,NONE,PTY LTD,BELLVILLE,00112,CONSULTANTS,16,ADVISORY CONSULTING SERVICES,SERVICE,100L,96900.0,DDDD00S0000339,ADVISORY CONSULTING SERVICES,EA,EACH,PAYMENT,2016-04-22,1,1,96900.0,0.0,0.0,0,0,INV12989,PARTIAL,NORMAL,"PRICE INCREASE ""GENERAL""",INVOICE PRICE,1312892.0,2016/04/22,607928.0,2016/04/22,2016/04/28,Disbursed,ORunknown023902,2016/04/20,PAID,33334.0,,0.0,Unknown,IGNITE,2017/09/30,NONunknownCONTRACT,0.0,2648379,CNS:BUS&ADV SER:RESE&ADVISOR,95379,NON INFRA/STAND ALONE: CUR,30021379,CORPORATE GOVERNANCE,30699379,PROVINCIAL TREASURY,341379,VOTED FUNDS,30012379,EunknownGAP TOOL,235379,NONunknownASSETS RELATED,30001379,CITY OF CAPE TOWN unknown HEAD OFFICE,0,
58,WC: PROVINCIAL TREASURY,7020901000,WC PROVINCIAL TREASURY,NONE,PRIVATE COMPANY (PTY)(LTD),KEMPTON PARK,00110,SERVICE,44,COURIER,SERVICE,100G,12871.72,DDDD00S0000048,COURIER,EA,EACH,PAYMENT,2016-04-28,1,1,12871.72,0.0,0.0,0,0,02387071unknown387076,PARTIAL,NORMAL,"PRICE INCREASE ""GENERAL""",INVOICE PRICE,1313022.0,2016/04/28,608010.0,2016/04/29,2016/05/05,Disbursed,ORunknown023956,2016/04/22,PAID,3500.0,,0.0,Unknown,RT5unknown2013,2017/01/15,NONunknownCONTRACT,3400.0,2138379,O/P:COURIER & DELIVERY SERVS,95379,NON INFRA/STAND ALONE: CUR,30009379,BUSINESS INFO & DATA MANAGEMENT,30699379,PROVINCIAL TREASURY,341379,VOTED FUNDS,4379,NO PROJECTS,235379,NONunknownASSETS RELATED,30001379,CITY OF CAPE TOWN unknown HEAD OFFICE,0,
58,WC: PROVINCIAL TREASURY,7020901000,WC PROVINCIAL TREASURY,NONE,PTY LTD,CAPE TOWN,00110,SERVICE,40,CATERING,SERVICE,100S,15000.0,DDDD00S0000430,CATERING,EA,EACH,PAYMENT,2016-04-28,1,1,15000.0,0.0,0.0,0,0,unknown0010,FINAL,NORMAL,Unknown,QUOTED PRICE,1313028.0,2016/04/28,608014.0,2016/04/29,2016/05/05,Disbursed,ORunknown023841,2016/04/14,PAID,15000.0,QAunknown003197,15000.0,2016/04/15,,Invalid,,0.0,1080379,CATERING:DEPARTML ACTIVITIES,95379,NON INFRA/STAND ALONE: CUR,30004379,PROGRAMME SUPPORT 2,30699379,PROVINCIAL TREASURY,341379,VOTED FUNDS,4379,NO PROJECTS,235379,NONunknownASSETS RELATED,30001379,CITY OF CAPE TOWN unknown HEAD OFFICE,0,
58,WC: PROVINCIAL TREASURY,7020901000,WC PROVINCIAL TREASURY,NONE,unknown,CAPE TOWN,00110,SERVICE,199,SUBSCRIPTION FEE,SERVICE,100G,13006.5,DDDD00S0009441,SUBSCRIPTION FEE TO NEWSPAPER;MAGAZINE,EA,EACH,PAYMENT,2016-05-05,1,1,13006.5,0.0,0.0,0,0,CS016246unknown016248,PARTIAL,NORMAL,"PRICE INCREASE ""GENERAL""",INVOICE PRICE,1313082.0,2016/05/05,608076.0,2016/05/06,2016/05/11,Disbursed,ORunknown023900,2016/04/20,PAID,8833.34,,0.0,Unknown,DWAFunknownNCONT,2017/04/30,NONunknownCONTRACT,0.0,2247379,CONS:SP&OS:MAG/NEWS/JRNLS,95379,NON INFRA/STAND ALONE: CUR,30003379,FINANCIAL MANAGEMENT,30699379,PROVINCIAL TREASURY,341379,VOTED FUNDS,4379,NO PROJECTS,235379,NONunknownASSETS RELATED,30001379,CITY OF CAPE TOWN unknown HEAD OFFICE,0,
58,WC: PROVINCIAL TREASURY,7020901000,WC PROVINCIAL TREASURY,NONE,PTY LTD,CENTURY CITY,00112,CONSULTANTS,16,ADVISORY CONSULTING SERVICES,SERVICE,100F,105251.51,DDDD00S0000339,ADVISORY CONSULTING SERVICES,EA,EACH,PAYMENT,2016-05-05,1,1,105251.51,0.0,0.0,0,0,90399330,PARTIAL,NORMAL,INVOICE PRICE < QUOTED PRICE,INVOICE PRICE,1313089.0,2016/05/05,608074.0,2016/05/06,2016/05/11,Disbursed,ORunknown023898,2016/04/20,PAID,208666.67,,0.0,Unknown,BUS.PERSAL,2014/06/30,NONunknownCONTRACT,0.0,2648379,CNS:BUS&ADV SER:RESE&ADVISOR,95379,NON INFRA/STAND ALONE: CUR,30017379,SUPPORTING&INTERLINK FIN SYS,30699379,PROVINCIAL TREASURY,341379,VOTED FUNDS,30008379,PERSAL SUPPORT,235379,NONunknownASSETS RELATED,30001379,CITY OF CAPE TOWN unknown HEAD OFFICE,0,
58,WC: PROVINCIAL TREASURY,7020901000,WC PROVINCIAL TREASURY,NONE,PTY LTD,CENTURY CITY,00112,CONSULTANTS,16,ADVISORY CONSULTING SERVICES,SERVICE,100F,40671.99,DDDD00S0000339,ADVISORY CONSULTING SERVICES,EA,EACH,PAYMENT,2016-05-06,1,1,40671.99,0.0,0.0,0,0,90395686,PARTIAL,NORMAL,INVOICE PRICE < QUOTED PRICE,INVOICE PRICE,1313104.0,2016/05/06,608074.0,2016/05/06,2016/05/11,Disbursed,ORunknown023898,2016/04/20,PAID,208666.67,,0.0,Unknown,BUS.PERSAL,2014/06/30,NONunknownCONTRACT,0.0,2648379,CNS:BUS&ADV SER:RESE&ADVISOR,95379,NON INFRA/STAND ALONE: CUR,30017379,SUPPORTING&INTERLINK FIN SYS,30699379,PROVINCIAL TREASURY,341379,VOTED FUNDS,30008379,PERSAL SUPPORT,235379,NONunknownASSETS RELATED,30001379,CITY OF CAPE TOWN unknown HEAD OFFICE,0,
58,WC: PROVINCIAL TREASURY,7020901000,WC PROVINCIAL TREASURY,NONE,PRIVATE COMPANY (PTY)(LTD),CAPE TOWN,00075,STATIONERY,175,"CARTRIDGE,TONER",INVENTORY,Unknown,18136.0,999970U0334918,"CARTRIDGE,TONER , PART NUMBER TN348M, MAGENTA",EA,EACH,PAYMENT,2016-05-06,1,8,2267.0,0.0,0.0,0,0,437,FINAL,NORMAL,Unknown,QUOTED PRICE,1313107.0,2016/05/06,608081.0,2016/05/06,2016/05/11,Disbursed,ORunknown023960,2016/04/22,PAID,2267.0,,0.0,Unknown,SITA285/1,2017/10/30,NONunknownCONTRACT,0.0,2239379,CONS:SP&OS:PRNT CART,95379,NON INFRA/STAND ALONE: CUR,30003379,FINANCIAL MANAGEMENT,30699379,PROVINCIAL TREASURY,341379,VOTED FUNDS,4379,NO PROJECTS,235379,NONunknownASSETS RELATED,30001379,CITY OF CAPE TOWN unknown HEAD OFFICE,0,
58,WC: PROVINCIAL TREASURY,7020901000,WC PROVINCIAL TREASURY,NONE,PRIVATE COMPANY (PTY)(LTD),CAPE TOWN,00075,STATIONERY,175,"CARTRIDGE,TONER",INVENTORY,Unknown,16460.0,999970U1250810,"CARTRIDGE,TONER , BROTHER, TN3370",EA,EACH,PAYMENT,2016-05-06,2,10,1646.0,0.0,0.0,0,0,437,FINAL,NORMAL,Unknown,QUOTED PRICE,1313107.0,2016/05/06,608081.0,2016/05/06,2016/05/11,Disbursed,ORunknown023960,2016/04/22,PAID,1646.0,,0.0,Unknown,SITA285/1,2017/10/30,NONunknownCONTRACT,0.0,2239379,CONS:SP&OS:PRNT CART,95379,NON INFRA/STAND ALONE: CUR,30003379,FINANCIAL MANAGEMENT,30699379,PROVINCIAL TREASURY,341379,VOTED FUNDS,4379,NO PROJECTS,235379,NONunknownASSETS RELATED,30001379,CITY OF CAPE TOWN unknown HEAD OFFICE,0,
58,WC: PROVINCIAL TREASURY,7020901000,WC PROVINCIAL TREASURY,NONE,STATE OWNED COMPANY,PRETORIA,00093,HIRE AND SERVICE ITEMS,11,SERVICE;,SERVICE,100G,453374.25,DDDD00S0016776,SERVICE; NETWORK;MAINFRAME COST,EA,EACH,PAYMENT,2016-05-11,1,1,453374.25,0.0,0.0,0,0,1249358/1249484,PARTIAL,NORMAL,"PRICE INCREASE ""GENERAL""",INVOICE PRICE,1313148.0,2016/05/11,608101.0,2016/05/13,2016/05/18,Disbursed,ORunknown023893,2016/04/15,PAID,48166.67,,0.0,Unknown,SITA,2017/04/30,NONunknownCONTRACT,0.0,4057379,BAS MAINFRAME TIME,95379,NON INFRA/STAND ALONE: CUR,30003379,FINANCIAL MANAGEMENT,30699379,PROVINCIAL TREASURY,341379,VOTED FUNDS,4379,NO PROJECTS,235379,NONunknownASSETS RELATED,30001379,CITY OF CAPE TOWN unknown HEAD OFFICE,0,
